gene	essentiality	ncbi_id
RAET1E	CSEGs	135250
RALGAPA1	CSEGs	253959
RALGPS2	CSEGs	55103
RAMP2	CSEGs	10266
RAN	CEGs	5901
RANGAP1	CEGs	5905
RAP1GDS1	CSEGs	5910
RAPGEFL1	CSEGs	51195
RASAL3	CSEGs	64926
RASD2	CSEGs	23551
RASSF2	CSEGs	9770
RASSF5	CSEGs	83593
RASSF6	CSEGs	166824
RASSF9	CSEGs	9182
RBAK	CSEGs	57786
RBBP4	CEGs	5928
RBBP6	CEGs	5930
RBBP9	CSEGs	10741
RBL1	CSEGs	5933
RBM17	CEGs	84991
RBM25	CEGs	58517
RBM27	CSEGs	54439
RBMS3	CSEGs	27303
RBMX	CEGs	27316
RBP2	CSEGs	5948
RBX1	CEGs	9978
RCC1	CEGs	1104
RCN3	CSEGs	57333
RDH8	CSEGs	50700
REEP4	CSEGs	80346
REM2	CSEGs	161253
REP15	CSEGs	387849
RESP18	CSEGs	389075
REV1	CSEGs	51455
REXO4	CSEGs	57109
RFC2	CEGs	5982
RFC4	CEGs	5984
RFC5	CEGs	5985
RFT1	CEGs	91869
RFX5	CSEGs	5993
RFX7	CSEGs	64864
RFXAP	CSEGs	5994
RGPD6	CEGs	729540
RGS1	CSEGs	5996
RGS9BP	CSEGs	388531
RHCE	CSEGs	6006
RHOBTB3	CSEGs	22836
RHOH	CSEGs	399
RHOT1	CSEGs	55288
RHPN1	CSEGs	114822
RIC8A	CSEGs	60626
RIMBP2	CSEGs	23504
RIMS3	CSEGs	9783
RINT1	CEGs	60561
RIOK3	CSEGs	8780
RIT2	CSEGs	6014
RNASE8	CSEGs	122665
RNF112	CSEGs	7732
RNF113A	CEGs	7737
RNF13	CSEGs	11342
RNF157	CSEGs	114804
RNF207	CSEGs	388591
RNF208	CSEGs	727800
RNF216	CSEGs	54476
RNF31	CSEGs	55072
RNF7	CSEGs	9616
RNGTT	CEGs	8732
RNPEPL1	CSEGs	57140
RORB	CSEGs	6096
RP9	CSEGs	6100
RPA1	CEGs	6117
RPA2	CEGs	6118
RPA3	CEGs	6119
RPAP1	CEGs	26015
RPF2	CEGs	84154
RPL10A	CEGs	4736
RPL11	CEGs	6135
RPL12	CEGs	6136
RPL13	CEGs	6137
RPL13A	CEGs	23521
RPL14	CEGs	9045
RPL15	CEGs	6138
RPL17	CEGs	6139
RPL18	CEGs	6141
RPL18A	CEGs	6142
RPL19	CEGs	6143
RPL21	CEGs	6144
RPL23	CEGs	9349
RPL23A	CEGs	6147
RPL24	CEGs	6152
RPL26	CEGs	6154
RPL27	CEGs	6155
RPL27A	CEGs	6157
RPL3	CEGs	6122
RPL30	CEGs	6156
RPL31	CEGs	6160
RPL32	CEGs	6161
RPL34	CEGs	6164
RPL35	CEGs	11224
RPL35A	CEGs	6165
RPL36	CEGs	25873
RPL36A	CEGs	6173
RPL37A	CEGs	6168
RPL38	CEGs	6169
RPL4	CEGs	6124
RPL41	CSEGs	6171
RPL5	CEGs	6125
RPL6	CEGs	6128
RPL7	CEGs	6129
RPL7L1	CEGs	285855
RPL8	CEGs	6132
RPL9	CSEGs	6133
RPLP0	CEGs	6175
RPLP1	CEGs	6176
RPN2	CEGs	6185
RPS11	CEGs	6205
RPS12	CEGs	6206
RPS13	CEGs	6207
RPS14	CEGs	6208
RPS15	CEGs	6209
RPS15A	CEGs	6210
RPS16	CEGs	6217
RPS18	CEGs	6222
RPS19	CEGs	6223
RPS2	CEGs	6187
RPS20	CEGs	6224
RPS21	CEGs	6227
RPS23	CEGs	6228
RPS24	CEGs	6229
RPS27A	CEGs	6233
RPS28	CEGs	6234
RPS3	CEGs	6188
RPS4X	CEGs	6191
RPS4Y1	CSEGs	6192
RPS5	CEGs	6193
RPS6	CEGs	6194
RPS6KA5	CSEGs	9252
RPS6KA6	CSEGs	27330
RPS7	CEGs	6201
RPS8	CEGs	6202
RPS9	CEGs	6203
RPSA	CEGs	3921
RRM1	CEGs	6240
RRM2	CEGs	6241
RRN3	CEGs	54700
RRN3P1	CSEGs	730092
RRP15	CEGs	51018
RRP9	CEGs	9136
RRS1	CEGs	23212
RSBN1	CSEGs	54665
RSC1A1	CSEGs	6248
RSL1D1	CEGs	26156
RSPH10B	CSEGs	222967
RTN4RL1	CSEGs	146760
RUNX1	CSEGs	861
RUSC2	CSEGs	9853
RUVBL2	CEGs	10856
RXRG	CSEGs	6258
RYR3	CSEGs	6263
S100A16	CSEGs	140576
S100A3	CSEGs	6274
SACM1L	CEGs	22908
SAMD9L	CSEGs	219285
SAMHD1	CSEGs	25939
SAP30BP	CEGs	29115
SART3	CEGs	9733
SBDS	CEGs	51119
SBF1	CSEGs	6305
SCAF1	CSEGs	58506
SCAF4	CSEGs	57466
SCAMP4	CSEGs	113178
SCARF1	CSEGs	8578
SCEL	CSEGs	8796
SCFD1	CEGs	23256
SCG3	CSEGs	29106
SCGB1A1	CSEGs	7356
SCGB3A2	CSEGs	117156
SCLT1	CSEGs	132320
SCML2	CSEGs	10389
SCN1A	CSEGs	6323
SCN2A	CSEGs	6326
SCN4A	CSEGs	6329
SCO1	CSEGs	6341
SDAD1	CEGs	55153
SDE2	CEGs	163859
SDHAF1	CSEGs	644096
SDHAF2	CSEGs	54949
SDR9C7	CSEGs	121214
SEC11C	CSEGs	90701
SEC13	CEGs	6396
SEC14L2	CSEGs	23541
SEC61A1	CEGs	29927
SEC61G	CEGs	23480
SELE	CSEGs	6401
SELP	CSEGs	6403
SEMA3B	CSEGs	7869
SEMA3D	CSEGs	223117
SEMA4D	CSEGs	10507
SEMA4G	CSEGs	57715
SEMA6C	CSEGs	10500
SERF2	CSEGs	10169
SERP2	CSEGs	387923
SERPINB10	CSEGs	5273
SERPINB13	CSEGs	5275
SERPIND1	CSEGs	3053
SERPINE2	CSEGs	5270
SERPINF2	CSEGs	5345
SERPING1	CSEGs	710
SERPINI2	CSEGs	5276
SESN3	CSEGs	143686
SEZ6L2	CSEGs	26470
SF1	CEGs	7536
SF3A1	CEGs	10291
SF3A2	CEGs	8175
SF3A3	CEGs	10946
SF3B2	CEGs	10992
SF3B3	CEGs	23450
SF3B4	CEGs	10262
SF3B5	CEGs	83443
SFRP4	CSEGs	6424
SFT2D1	CSEGs	113402
SFTPA1	CSEGs	653509
SGCD	CSEGs	6444
SGSH	CSEGs	6448
SGSM3	CSEGs	27352
SH2B3	CSEGs	10019
SH2D4A	CSEGs	63898
SH3BGRL	CSEGs	6451
SH3D21	CSEGs	79729
SH3GLB1	CSEGs	51100
SH3RF1	CSEGs	57630
SHARPIN	CSEGs	81858
SHCBP1	CSEGs	79801
SHE	CSEGs	126669
SHISA9	CSEGs	729993
SIGLEC14	CSEGs	100049587
SIM2	CSEGs	6493
SIPA1L1	CSEGs	26037
SIRPB1	CSEGs	10326
SIRPB2	CSEGs	284759
SLC10A4	CSEGs	201780
SLC12A5	CSEGs	57468
SLC12A7	CSEGs	10723
SLC16A3	CSEGs	9123
SLC17A3	CSEGs	10786
SLC19A2	CSEGs	10560
SLC19A3	CSEGs	80704
SLC1A1	CSEGs	6505
SLC22A14	CSEGs	9389
SLC22A18	CSEGs	5002
SLC24A4	CSEGs	123041
SLC25A12	CSEGs	8604
SLC25A2	CSEGs	83884
SLC25A39	CSEGs	51629
SLC26A11	CSEGs	284129
SLC26A9	CSEGs	115019
SLC28A1	CSEGs	9154
SLC29A2	CSEGs	3177
SLC2A14	CSEGs	144195
SLC2A7	CSEGs	155184
SLC30A2	CSEGs	7780
SLC31A2	CSEGs	1318
SLC34A2	CSEGs	10568
SLC34A3	CSEGs	142680
SLC35A1	CSEGs	10559
SLC35B1	CEGs	10237
SLC35C1	CSEGs	55343
SLC35D1	CSEGs	23169
SLC35G2	CSEGs	80723
SLC37A3	CSEGs	84255
SLC39A5	CSEGs	283375
SLC39A8	CSEGs	64116
SLC39A9	CSEGs	55334
SLC41A1	CSEGs	254428
SLC43A3	CSEGs	29015
SLC44A1	CSEGs	23446
SLC46A1	CSEGs	113235
SLC46A3	CSEGs	283537
SLC4A5	CSEGs	57835
SLC6A13	CSEGs	6540
SLC6A16	CSEGs	28968
SLC6A17	CSEGs	388662
SLC6A18	CSEGs	348932
SLC7A8	CSEGs	23428
SLCO1A2	CSEGs	6579
SLFN5	CSEGs	162394
SLU7	CEGs	10569
SLX4IP	CSEGs	128710
SMAD3	CSEGs	4088
SMARCD2	CSEGs	6603
SMC1A	CEGs	8243
SMC4	CEGs	10051
SMC6	CEGs	79677
SMCP	CSEGs	4184
SMG6	CEGs	23293
SMIM7	CSEGs	79086
SMNDC1	CEGs	10285
SMOX	CSEGs	54498
SMPD3	CSEGs	55512
SMU1	CEGs	55234
SNAPC1	CEGs	6617
SNAPC3	CEGs	6619
SNAPIN	CSEGs	23557
SNCB	CSEGs	6620
SNIP1	CSEGs	79753
SNRNP200	CEGs	23020
SNRNP25	CEGs	79622
SNRNP70	CEGs	6625
SNRPA1	CEGs	6627
SNRPB	CEGs	6628
SNRPD1	CEGs	6632
SNRPD2	CEGs	6633
SNRPD3	CEGs	6634
SNRPE	CEGs	6635
SNRPF	CEGs	6636
SNRPG	CEGs	6637
SNTB2	CSEGs	6645
SNW1	CEGs	22938
SNX16	CSEGs	64089
SNX24	CSEGs	28966
SOCS4	CSEGs	122809
SORCS2	CSEGs	57537
SOWAHC	CSEGs	65124
SOX7	CSEGs	83595
SPAG7	CSEGs	9552
SPAG8	CSEGs	26206
SPAG9	CSEGs	9043
SPAM1	CSEGs
SPARCL1	CSEGs	8404
SPATA4	CSEGs	132851
SPATA7	CSEGs	55812
SPATS2L	CSEGs	26010
SPC24	CEGs	147841
SPC25	CEGs	57405
SPCS1	CSEGs	28972
SPCS3	CEGs	60559
SPDL1	CEGs	54908
SPEF2	CSEGs	79925
SPESP1	CSEGs	246777
SPIC	CSEGs	121599
SPIN3	CSEGs	169981
SPINT2	CSEGs	10653
SPINT4	CSEGs	391253
SPNS3	CSEGs	201305
SPPL3	CSEGs	121665
SPRYD4	CSEGs	283377
SPSB1	CSEGs	80176
SPTLC3	CSEGs	55304
SRBD1	CEGs	55133
SRC	CSEGs	6714
SRP19	CEGs	6728
SRP54	CEGs	6729
SRP9	CEGs	6726
SRRM5	CSEGs	100170229
SRRT	CEGs	51593
SRSF1	CEGs	6426
SRSF3	CEGs	6428
SRSF7	CEGs	6432
SRY	CSEGs	6736
SS18	CSEGs	6760
SS18L2	CEGs	51188
SSR4	CSEGs	6748
SSRP1	CEGs	6749
SSTR5	CSEGs
SSU72	CEGs	29101
SSUH2	CSEGs	51066
ST13	CSEGs	6767
ST18	CSEGs	9705
ST3GAL1	CSEGs	6482
ST6GAL2	CSEGs	84620
ST6GALNAC3	CSEGs	256435
ST8SIA3	CSEGs	51046
ST8SIA6	CSEGs	338596
STAG3L4	CSEGs	64940
STAT3	CSEGs	6774
STAT5A	CSEGs	6776
STK17A	CSEGs	9263
STK17B	CSEGs	9262
STK33	CSEGs	65975
STMN1	CSEGs	3925
STMN2	CSEGs	11075
STOML1	CSEGs	9399
STPG2	CSEGs	285555
STRA8	CSEGs	346673
STRADB	CSEGs	55437
STRIP1	CSEGs	85369
STXBP4	CSEGs	252983
SUCNR1	CSEGs	56670
SULF2	CSEGs	55959
SULT1A1	CSEGs	6817
SULT1B1	CSEGs	27284
SUMF2	CSEGs	25870
SUPT16H	CEGs	11198
SUPT6H	CEGs	6830
SURF4	CSEGs	6836
SYCP3	CSEGs	50511
SYK	CSEGs	6850
SYMPK	CEGs	8189
SYNM	CSEGs	23336
SYNPR	CSEGs	132204
SYNRG	CSEGs	11276
SYS1	CEGs	90196
SYT10	CSEGs	341359
SYT6	CSEGs	148281
SYTL4	CSEGs	94121
TAAR2	CSEGs	9287
TAF15	CSEGs	8148
TAF1L	CSEGs	138474
TAF6	CEGs	6878
TAGLN2	CSEGs	8407
TANGO6	CEGs	79613
TAPT1	CSEGs	202018
TAS1R2	CSEGs	80834
TAS2R20	CSEGs	259295
TAS2R41	CSEGs	259287
TAS2R50	CSEGs	259296
TAX1BP1	CSEGs	8887
TBC1D10C	CSEGs	374403
TBC1D26	CSEGs	353149
TBC1D3F	CEGs	84218
TBC1D8	CSEGs	11138
TBCB	CEGs	1155
TBPL2	CSEGs	387332
TBX20	CSEGs	57057
TCAP	CSEGs	8557
TCEAL1	CSEGs	9338
TCEAL4	CSEGs	79921
TCEAL5	CSEGs	340543
TCEANC2	CSEGs	127428
TCIRG1	CSEGs	10312
TCP1	CEGs	6950
TCP10	CSEGs	6953
TCP10L2	CSEGs	401285
TCTE3	CSEGs	6991
TCTEX1D2	CSEGs	255758
TDRKH	CSEGs	11022
TEK	CSEGs	7010
TEN1	CSEGs	100134934
TERF2	CSEGs	7014
TERF2IP	CSEGs	54386
TESC	CSEGs	54997
TESK1	CSEGs	7016
TEX9	CSEGs	374618
TF	CSEGs	7018
TFAP2B	CSEGs	7021
TFEC	CSEGs	22797
TFIP11	CEGs	24144
TGFBI	CSEGs	7045
TGFBRAP1	CSEGs	9392
THAP2	CSEGs	83591
THBS3	CSEGs	7059
THOC2	CEGs	57187
THOC3	CEGs	84321
THOC5	CEGs	8563
THOP1	CSEGs	7064
THRA	CSEGs	7067
THSD1	CSEGs	55901
TICAM2	CSEGs	353376
TICRR	CEGs	90381
TIE1	CSEGs	7075
TIGD4	CSEGs	201798
TIMELESS	CEGs	8914
TINCR	CSEGs	257000
TLK1	CSEGs	9874
TLX1	CSEGs	3195
TM9SF1	CSEGs	10548
TM9SF4	CSEGs	9777
TMBIM6	CSEGs	7009
TMCO2	CSEGs	127391
TMCO3	CSEGs	55002
TMED1	CSEGs	11018
TMED5	CSEGs	50999
TMED9	CSEGs	54732
TMEFF2	CSEGs	23671
TMEM150A	CSEGs	129303
TMEM154	CSEGs	201799
TMEM161B	CSEGs	153396
TMEM164	CSEGs	84187
TMEM168	CSEGs	64418
TMEM189	CSEGs	387521
TMEM212	CSEGs	389177
TMEM216	CSEGs	51259
TMEM234	CSEGs	56063
TMEM236	CSEGs	653567
TMEM237	CSEGs	65062
TMEM42	CSEGs	131616
TMEM50A	CSEGs	23585
TMEM54	CSEGs	113452
TMEM65	CSEGs	157378
TMEM67	CSEGs	91147
TMEM71	CSEGs	137835
TMEM81	CSEGs	388730
TMEM9	CSEGs	252839
TMEM92	CSEGs	162461
TMPRSS11A	CSEGs	339967
TMSB10	CSEGs	9168
TMTC4	CSEGs	84899
TMX1	CSEGs	81542
TNFRSF14	CSEGs	8764
TNFRSF4	CSEGs	7293
TNFSF18	CSEGs	8995
TNIK	CSEGs	23043
TOB1	CSEGs	10140
TOMM34	CSEGs	10953
TONSL	CEGs	4796
TOP1	CEGs	7150
TOP2A	CEGs	7153
TOPBP1	CEGs	11073
TOPORS	CSEGs	10210
TOX4	CSEGs	9878
TP53BP2	CSEGs	7159
TP63	CSEGs	8626
TPCN1	CSEGs	53373
TPD52L2	CSEGs	7165
TPMT	CSEGs	7172
TPP2	CSEGs	7174
TPPP	CSEGs	11076
TPSAB1	CSEGs	7177
TPST1	CSEGs	8460
TPST2	CSEGs	8459
TPTE2P2	CSEGs	644623
TRAF6	CSEGs	7189
TRAF7	CSEGs	84231
TRAFD1	CSEGs	10906
TRAK1	CSEGs	22906
TRAM1L1	CSEGs	133022
TRAPPC1	CEGs	58485
TRAPPC2	CEGs	6399
TRAPPC3	CEGs	27095
TRAPPC5	CEGs	126003
TRAPPC6B	CSEGs	122553
TRAPPC8	CEGs	22878
TREML2	CSEGs	79865
TRIM22	CSEGs	10346
TRIM39	CSEGs	56658
TRIM63	CSEGs	84676
TRIM77	CSEGs	390231
TRIM9	CSEGs	114088
TRIP12	CSEGs	9320
TRIT1	CSEGs	54802
TRMT112	CEGs	51504
TRMT2A	CSEGs	27037
TRMT2B	CSEGs	79979
TRMT61A	CSEGs	115708
TRNT1	CEGs	51095
TRPA1	CSEGs	8989
TRPC1	CSEGs	7220
TRPC3	CSEGs	7222
TRPC6	CSEGs	7225
TRRAP	CEGs	8295
TSACC	CSEGs	128229
TSG101	CEGs	7251
TSGA10	CSEGs	80705
TSPAN11	CSEGs	441631
TSPAN18	CSEGs	90139
TSPAN31	CSEGs	6302
TSR2	CEGs	90121
TSR3	CSEGs	115939
TTC1	CEGs	7265
TTC27	CEGs	55622
TTC29	CSEGs	83894
TTC3	CSEGs	7267
TTLL1	CSEGs	25809
TUBA1C	CEGs	84790
TUBA3D	CSEGs	113457
TUBG1	CEGs	7283
TUBGCP2	CEGs	10844
TUBGCP3	CEGs	10426
TUBGCP4	CEGs	27229
TULP1	CSEGs	7287
TUSC3	CSEGs	7991
TUT1	CEGs	64852
TWISTNB	CEGs	221830
TXN	CEGs	7295
TXNL1	CSEGs	9352
TXNL4A	CEGs	10907
U2AF1	CEGs	7307
U2AF2	CEGs	11338
U2SURP	CEGs	23350
UBA1	CEGs	7317
UBA52	CEGs	7311
UBAC1	CSEGs	10422
UBB	CEGs	7314
UBE2D4	CSEGs	51619
UBE2E3	CSEGs	10477
UBE2I	CEGs	7329
UBE2K	CSEGs	3093
UBE2Q2	CSEGs	92912
UBFD1	CSEGs	56061
UBL5	CEGs	59286
UBQLN2	CSEGs	29978
UBTF	CEGs	7343
UBXN2A	CSEGs	165324
UBXN4	CSEGs	23190
UCHL3	CSEGs	7347
UGGT2	CSEGs	55757
UGT3A2	CSEGs	167127
ULK4	CSEGs	54986
UNC93B1	CSEGs	81622
UPF1	CEGs	5976
UPF2	CEGs	26019
UQCC1	CSEGs	55245
UQCC2	CSEGs	84300
URI1	CEGs	8725
USP15	CSEGs	9958
USP17L13	CSEGs	100287238
USP17L5	CEGs	728386
USP39	CEGs	10713
USP49	CSEGs	25862
USP5	CEGs
USPL1	CEGs	10208
UTP15	CEGs	84135
UTP6	CEGs	55813
UTS2	CSEGs	10911
UTY	CSEGs	7404
UXT	CEGs	8409
VAPA	CSEGs	9218
VCP	CEGs	7415
VENTX	CSEGs	27287
VEPH1	CSEGs	79674
VGLL2	CSEGs	245806
VHLL	CSEGs	391104
VIPR2	CSEGs	7434
VKORC1	CSEGs	79001
VN1R5	CSEGs	317705
VPS13A	CSEGs	23230
VPS25	CEGs	84313
VPS28	CEGs	51160
VPS39	CSEGs	23339
VPS45	CSEGs	11311
VSIG10L	CSEGs	147645
VSTM2A	CSEGs	222008
VTCN1	CSEGs	79679
WBP2NL	CSEGs	164684
WBP4	CSEGs	11193
WDHD1	CEGs	11169
WDR12	CEGs	55759
WDR17	CSEGs	116966
WDR33	CEGs	55339
WDR41	CSEGs	55255
WDR43	CEGs	23160
WDR44	CSEGs	54521
WDR61	CEGs	80349
WDR70	CEGs	55100
WDR75	CEGs	84128
WDR89	CSEGs	112840
WDR93	CSEGs	56964
WEE1	CEGs	7465
WFDC10A	CSEGs	140832
WNT4	CSEGs	54361
WNT7B	CSEGs	7477
WRAP73	CSEGs	49856
XAB2	CEGs	56949
XK	CSEGs	7504
XKR5	CSEGs	389610
XKR8	CSEGs	55113
XPO4	CSEGs	64328
XRCC5	CEGs	7520
XRCC6	CEGs	2547
XRRA1	CSEGs	143570
YBX1	CEGs	4904
YIPF3	CSEGs	25844
YIPF4	CSEGs	84272
YIPF7	CSEGs	285525
YWHAB	CSEGs	7529
ZAP70	CSEGs	7535
ZBBX	CSEGs	79740
ZBTB12	CSEGs	221527
ZBTB16	CSEGs	7704
ZBTB33	CSEGs	10009
ZBTB4	CSEGs	57659
ZBTB5	CSEGs	9925
ZBTB8OS	CEGs	339487
ZC3H12C	CSEGs	85463
ZC3H3	CSEGs	23144
ZFAND6	CSEGs	54469
ZFAT	CSEGs	57623
ZFP2	CSEGs	80108
ZFP36L2	CSEGs	678
ZFPM1	CSEGs	161882
ZFY	CSEGs	7544
ZMAT1	CSEGs	84460
ZNF107	CSEGs	51427
ZNF117	CSEGs	51351
ZNF131	CEGs	7690
ZNF133	CSEGs	7692
ZNF135	CSEGs	7694
ZNF14	CSEGs	7561
ZNF16	CSEGs	7564
ZNF184	CSEGs	7738
ZNF2	CSEGs	7549
ZNF20	CSEGs	7568
ZNF204P	CSEGs	7754
ZNF221	CSEGs	7638
ZNF227	CSEGs	7770
ZNF229	CSEGs	7772
ZNF230	CSEGs	7773
ZNF24	CSEGs	7572
ZNF248	CSEGs	57209
ZNF256	CSEGs	10172
ZNF28	CSEGs	7576
ZNF280A	CSEGs	129025
ZNF280D	CSEGs	54816
ZNF284	CSEGs	342909
ZNF286A	CSEGs	57335
ZNF30	CSEGs	90075
ZNF300	CSEGs	91975
ZNF302	CSEGs	55900
ZNF32	CSEGs	7580
ZNF324	CSEGs	25799
ZNF334	CSEGs	55713
ZNF337	CSEGs	26152
ZNF347	CSEGs	84671
ZNF35	CSEGs	7584
ZNF354A	CSEGs	6940
ZNF383	CSEGs	163087
ZNF396	CSEGs	252884
ZNF425	CSEGs	155054
ZNF426	CSEGs	79088
ZNF430	CSEGs	80264
ZNF439	CSEGs	90594
ZNF443	CSEGs	10224
ZNF468	CSEGs	90333
ZNF474	CSEGs	133923
ZNF479	CSEGs	90827
ZNF502	CSEGs	91392
ZNF503	CSEGs	84858
ZNF511	CSEGs	118472
ZNF519	CSEGs	162655
ZNF527	CSEGs	84503
ZNF564	CSEGs	163050
ZNF567	CSEGs	163081
ZNF585B	CSEGs	92285
ZNF589	CSEGs	51385
ZNF595	CSEGs	152687
ZNF596	CSEGs	169270
ZNF597	CSEGs	146434
ZNF613	CSEGs	79898
ZNF621	CSEGs	285268
ZNF627	CSEGs	199692
ZNF655	CSEGs	79027
ZNF665	CSEGs	79788
ZNF670	CSEGs	93474
ZNF684	CSEGs	127396
ZNF701	CSEGs	55762
ZNF705A	CSEGs	440077
ZNF706	CSEGs	51123
ZNF714	CSEGs	148206
ZNF728	CSEGs	388523
ZNF729	CSEGs	100287226
ZNF732	CSEGs	654254
ZNF747	CSEGs	65988
ZNF75D	CSEGs	7626
ZNF775	CSEGs	285971
ZNF780B	CSEGs	163131
ZNF781	CSEGs	163115
ZNF785	CSEGs	146540
ZNF813	CSEGs	126017
ZNF829	CSEGs	374899
ZNF839	CSEGs	55778
ZNF880	CSEGs	400713
ZNF90	CSEGs	7643
ZNF93	CSEGs	81931
ZNFX1	CSEGs	57169
ZNHIT2	CEGs	741
ZP1	CSEGs	22917
ZSCAN32	CSEGs	54925
ZSCAN4	CSEGs	201516
ZSWIM1	CSEGs	90204
ZSWIM4	CSEGs	65249
ZW10	CSEGs	9183
ADSSL1	CSEGs	122622
BRE	CSEGs	9577
C11orf31	CSEGs	280636
C11orf70	CSEGs	85016
C14orf159	CSEGs	80017
C6orf106	CSEGs	64771
CARS	CEGs	833
CD97	CSEGs	976
CIRH1A	CEGs	84916
COL4A3BP	CSEGs	10087
CPSF3L	CEGs	54973
CXorf23	CSEGs	256643
DARS	CEGs	1615
DFNA5	CSEGs	1687
DSCR3	CSEGs	10311
FAM19A4	CSEGs	151647
FAM21B	CSEGs	387680
GARS	CEGs	2617
GNB2L1	CEGs	10399
GRAMD3	CSEGs	65983
IARS	CEGs	3376
IL8	CSEGs	3576
KARS	CEGs	3735
LARS	CEGs	51520
MARCH10	CSEGs	162333
MARCH2	CSEGs	51257
MARS	CEGs	4141
MUM1	CSEGs	84939; 3662
MUT	CSEGs	4594
NARS	CEGs	4677
NGFRAP1	CSEGs	27018
NHP2L1	CEGs	4809
ORAOV1	CEGs	220064
PQLC2	CSEGs	54896
PRSS45	CSEGs	377047
PTPN20A	CSEGs	26095
QARS	CEGs	5859
RARS	CEGs	5917
RTFDC1	CEGs	51507
SARS	CEGs	6301
SEPT2	CSEGs	4735; 23157
SEPT6	CSEGs	23157
SEPW1	CSEGs	6415
TARS	CEGs	6897
TCEB1	CEGs	6921
UFD1L	CEGs	7353
VARS	CEGs	7407
WARS	CEGs	7453
WBSCR22	CEGs	114049
YARS	CEGs	8565
